test_index,index,label,shape_id,start_char,end_char,text,top,left,right,bottom,width,height,slide_height,slide_width
6,03.05.02,"Name, title, and bio","[""27""]",,,"Dan Hallstrom\, \Director\, Analytics\20+ years in the design\, development and production implementation analytical solutions. \Former North Carolina State University Professor and PwC Director.",165.749054,452.25,560.25,322.0762939,108,156.32724,405,720
6,03.05.02.01,Name and title,"[""27""]",0,35,"Dan Hallstrom\, \Director\, Analytics",,,,,,,405,720
6,03.05.02.01.01,Name,"[""27""]",0,14,"Dan Hallstrom\,",,,,,,,405,720
6,03.05.02.01.02,Title,"[""27""]",14,35," \Director\, Analytics",,,,,,,405,720
6,03.05.02.02,Quick bio,"[""27""]",35,192,"\20+ years in the design\, development and production implementation analytical solutions. \Former North Carolina State University Professor and PwC Director.",,,,,,,405,720
6,3.06,Felipe Platzer,"[""29""\, ""30""]",,,"Felipe Platzer\Manager\, Advisory\6+ years in consulting. Focus areas include commercial due diligence and growth strategy. Former consultant at BCG’s Principal Investments and Private Equity practice. Fuqua alum.",89.12882233,576.0733032,687,322.0762939,110.9266968,232.9474716,405,720
6,03.06.01,Picture,"[""30""]",,,,89.12882233,576.0733032,642.5457458,155.601265,66.47244263,66.47244263,405,720
6,03.06.02,"Name, title, and bio","[""29""]",,,"Felipe Platzer\Manager\, Advisory\6+ years in consulting. Focus areas include commercial due diligence and growth strategy. Former consultant at BCG’s Principal Investments and Private Equity practice. Fuqua alum.",165.749054,579,687,322.0762939,108,156.32724,405,720
6,03.06.02.01,Name and title,"[""29""]",0,33,"Felipe Platzer\Manager\, Advisory\",,,,,,,405,720
6,03.06.02.01.01,Name,"[""29""]",0,14,Felipe Platzer,,,,,,,405,720
6,03.06.02.01.02,Title,"[""29""]",14,33,"\Manager\, Advisory\",,,,,,,405,720
6,03.06.02.02,Quick bio,"[""29""]",33,212,6+ years in consulting. Focus areas include commercial due diligence and growth strategy. Former consultant at BCG’s Principal Investments and Private Equity practice. Fuqua alum.,,,,,,,405,720
6,4,Callout - extra people,"[""3""]",,,#NAME?,334.2087402,72,687,358.3103943,615,24.10165405,405,720
6,5,Page number,"[""5""]",,,1,373.2991333,28.79527473,71.99999809,386.9999208,43.20472336,13.70078754,405,720
6,6,Manifold logo,"[""31""]",,,,374.0526733,622.2755737,684.0001411,383.9635391,61.72456741,9.910865784,405,720
