test_index,index,label,shape_id,start_char,end_char,text,top,left,right,bottom,width,height,slide_height,slide_width
30,4.01,Header,"[""324""]",,,,75.75,359.25,586.49,99.99,227.24,24.24,405,720
30,4.02,Header - supplier types,"[""322""\, ""323""]",,,,102.42,360.75,683.99,128.31,323.24,25.89,405,720
30,04.02.01,Header - design,"[""323""]",,,Design,102.42,360.75,512.26,128.31,151.51,25.89,405,720
30,04.02.02,Header - manufacturing,"[""322""]",,,Manufacturing,102.42,534.75,683.99,128.31,149.24,25.89,405,720
30,4.03,Core IP firms,"[""336""\, ""351""]",,,,139.5,360.84,432.86,356.26,72.02,216.76,405,720
30,04.03.01,Frame,"[""336""]",,,,139.5,360.84,432.86,356.26,72.02,216.76,405,720
30,04.03.02,Arm and imagination logo,"[""351""]",,,,176.25,366.75,424.89,210.75,58.14,34.5,405,720
30,4.04,EDA firms,"[""337""\, ""352""]",,,,139.5,442.55,514.58,356.26,72.02,216.76,405,720
30,04.04.01,Frame,"[""337""]",,,,139.5,442.55,514.58,356.26,72.02,216.76,405,720
30,04.04.02,Cadence and Synopsys logo,"[""352""]",,,,172.5,452.25,509.25,210.75,57,38.25,405,720
30,4.05,Raw materials firms,"[""338""\, ""353""\, ""354""]",,,,139.5,532.52,604.54,356.26,72.02,216.76,405,720
30,04.05.01,Frame,"[""338""]",,,,139.5,532.52,604.54,356.26,72.02,216.76,405,720
30,04.05.02,ShinEtsu and Siltronic logo,"[""353""]",,,,177.37,543,594,233.25,51,55.88,405,720
30,04.05.03,GW and Sumco loco,"[""354""]",,,,243.37,543.75,594.75,299.25,51,55.88,405,720
30,4.06,Equipment firms,"[""339""\, ""355""\, ""356""\, ""357""\, ""358""]",,,,139.5,611.98,684,356.26,72.02,216.76,405,720
30,04.06.01,Frame,"[""339""]",,,,139.5,611.98,684,356.26,72.02,216.76,405,720
30,04.06.02,Applied Materials and Hitachi logo,"[""355""]",,,,177.24,616.7,680.79,229.74,64.09,52.5,405,720
30,04.06.03,ASML ASM and Zeiss logo,"[""357""]",,,,227.76,616.7,679.3,275.49,62.6,47.73,405,720
30,04.06.04,Nikon and Besi logo,"[""356""]",,,,272.25,628.12,667.88,330,39.75,57.75,405,720
30,04.06.05,TEL logo,"[""358""]",,,,332.25,624,672,354.75,48,22.5,405,720
30,5,Divider,"[""340""]",,,,77.25,345,345,356.25,0,279,405,720
30,6,Footnote,"[""325""]",,,,371.74,72,584.24,388.71,512.24,16.96,405,720
30,7,Page number,"[""320""]",,,,373.3,36,79.2,387,43.2,13.7,405,720
30,8,Manifold logo,"[""319""]",,,,373.3,642.28,696.19,384.72,53.91,11.42,405,720
